Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.200000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.200000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.300000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.200000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.200000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.200000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.200000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.200000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.200000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.200000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.200000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.200000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
Thu Jun 10 14:02:25 2021,-7.100000,
Time,AirwayPressure,
