Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.299999,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.299999,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.299999,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.299999,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.299999,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.299999,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.299999,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.299999,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.299999,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.299999,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.299999,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,17.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,15.799999,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,14.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,15.700001,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,16.200001,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,13.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,10.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,9.700001,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,9.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,8.299999,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,7.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,7.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,7.600000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,7.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,7.200001,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,7.299999,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,7.299999,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,7.200001,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,7.000000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,7.000000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,7.000000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,6.900000,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,6.700001,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,6.700001,
Time,AirwayPressure,
Thu Jun 10 14:14:37 2021,6.700001,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,6.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,6.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,6.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,6.299999,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,6.299999,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,6.200001,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,6.200001,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,6.200001,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,6.100000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.900000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.900000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.800000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.700000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.700000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.600000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.300000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.300000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.200000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.200000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.100000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.100000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.100000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.000000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.900000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.900000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.900000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.900000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.800000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.800000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.700000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.700000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.700000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.600000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.600000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.600000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.400000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.700000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.200000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.300000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.700000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.700000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.500000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.600000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.900000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.900000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.800000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.800000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.900000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.000000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.900000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,4.900000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.000000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.100000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.100000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.100000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.100000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.200000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.200000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.200000,
Time,AirwayPressure,
Thu Jun 10 14:14:38 2021,5.200000,
Time,AirwayPressure,
